432060.0	 1	 -13214651.026	  15708291.667	  16517396.330	  20132047.077	 105928559.246	75.531
432060.0	 3	 -22075188.634	  13688990.243	  -5401924.638	  23918458.263	 125483189.156	17.420
432060.0	 7	  -5749434.225	  25411398.239	  -3408962.284	  22558406.939	 118342495.705	29.375
432060.0	 8	 -21226548.807	  -1739759.249	  16011731.078	  23349486.526	 122882251.703	24.679
432060.0	11	 -12808042.224	  11087289.270	  19933480.789	  20259312.742	 107597311.324	64.687
432060.0	17	  11918310.240	  20515574.133	  12453479.291	  22966158.640	 120780466.408	30.846
432060.0	18	 -15059209.622	   6389939.554	  20417350.727	  20942779.079	 109969313.177	50.312
432060.0	22	 -24449195.799	   9954017.193	   3024387.696	  22997898.472	 121660918.427	27.773
432060.0	28	     53076.697	  15503494.137	  22196184.458	  21378093.662	 111172147.345	59.826
432060.0	30	    973944.559	  25513748.565	   7003964.303	  21521501.133	 113052753.468	45.997
432090.0	 1	 -13212600.645	  15643817.159	  16580362.660	  20134002.044	 105938832.991	75.447
432090.0	 3	 -22097115.323	  13689526.356	  -5309383.469	  23900566.271	 125389165.843	17.601
432090.0	 7	  -5757476.256	  25396012.277	  -3503676.061	  22576870.739	 118439524.030	29.150
432090.0	 8	 -21272755.994	  -1778930.599	  15946243.581	  23364187.406	 122959505.288	24.519
432090.0	11	 -12836194.081	  11011990.032	  19955873.585	  20267101.098	 107638239.489	64.452
432090.0	17	  11880181.619	  20490349.669	  12533365.546	  22954564.449	 120719538.259	30.997
432090.0	18	 -15056816.061	   6308600.319	  20444262.121	  20954889.130	 110032951.893	50.101
432090.0	22	 -24444779.948	   9938676.591	   3116365.385	  22986035.518	 121598578.730	27.919
432090.0	28	    -22882.725	  15528110.823	  22178670.297	  21368308.526	 111120725.791	60.041
432090.0	30	    959760.938	  25538423.632	   6914674.313	  21531544.141	 113105530.105	45.837
432120.0	 1	 -13210637.008	  15579101.947	  16643003.768	  20136071.191	 105949706.766	75.358
432120.0	 3	 -22118721.115	  13689960.216	  -5216740.273	  23882692.027	 125295235.864	17.781
432120.0	 7	  -5765500.047	  25380280.717	  -3598320.527	  22595382.990	 118536806.926	28.926
432120.0	 8	 -21318832.510	  -1817874.844	  15880453.659	  23378898.529	 123036812.696	24.359
432120.0	11	 -12864479.711	  10936646.301	  19977866.424	  20274971.990	 107679601.391	64.217
432120.0	17	  11841777.749	  20465008.686	  12613018.096	  22942997.091	 120658751.114	31.149
432120.0	18	 -15054549.105	   6227154.731	  20470763.959	  20967090.480	 110097070.355	49.888
432120.0	22	 -24440081.080	   9923173.550	   3208283.468	  22974234.451	 121536564.287	28.065
432120.0	28	    -98733.866	  15552853.297	  22160755.238	  21358567.646	 111069536.802	60.255
432120.0	30	    945670.635	  25562789.060	   6825250.624	  21541682.510	 113158807.858	45.675
432150.0	 1	 -13208761.198	  15514147.379	  16705318.433	  20138254.092	 105961178.306	75.265
432150.0	 3	 -22140006.142	  13690290.410	  -5123996.830	  23864835.870	 125201401.028	17.962
432150.0	 7	  -5773506.983	  25364203.681	  -3692893.804	  22613942.795	 118634339.738	28.702
432150.0	 8	 -21364776.714	  -1856592.007	  15814362.565	  23393619.510	 123114171.920	24.200
432150.0	11	 -12892898.846	  10861259.790	  19999458.823	  20282924.897	 107721394.236	63.983
432150.0	17	  11803098.682	  20439552.782	  12692435.482	  22931456.274	 120598103.417	31.300
432150.0	18	 -15052409.248	   6145604.583	  20496855.706	  20979382.396	 110161664.768	49.676
432150.0	22	 -24435100.019	   9907507.074	   3300140.192	  22962495.565	 121474876.607	28.210
432150.0	28	   -174475.171	  15577720.744	  22142439.594	  21348871.084	 111018580.675	60.470
432150.0	30	    931672.498	  25586844.075	   6735694.962	  21551915.569	 113212583.173	45.513
432180.0	 1	 -13206974.293	  15448954.812	  16767305.438	  20140550.777	 105973247.786	75.167
432180.0	 3	 -22160970.547	  13690515.525	  -5031154.920	  23846998.674	 125107665.711	18.144
432180.0	 7	  -5781498.445	  25347781.303	  -3787394.014	  22632549.795	 118732120.530	28.478
432180.0	 8	 -21410586.969	  -1895082.122	  15747971.556	  23408350.575	 123191584.119	24.040
