-2148748.455728	4426650.221133	4044662.219361	14.050841
-2148748.409458	4426650.160795	4044662.155284	14.045567
-2148748.413935	4426650.154167	4044662.143200	14.092941
-2148748.399063	4426650.125063	4044662.131844	13.863317
-2148748.394492	4426650.119864	4044662.143632	13.625935
-2148748.385234	4426650.118345	4044662.123813	13.599437
-2148748.398617	4426650.125857	4044662.108952	13.738695
-2148748.437320	4426650.161886	4044662.129436	13.835576
-2148748.429626	4426650.151454	4044662.139580	13.738404
-2148748.432243	4426650.149662	4044662.130184	13.524646
-2148748.457165	4426650.130444	4044662.118704	13.337539
-2148748.454987	4426650.083205	4044662.111634	13.282098
-2148748.462679	4426650.072894	4044662.122320	13.206306
-2148748.481134	4426650.070747	4044662.110923	13.104497
-2148748.518936	4426650.110935	4044662.121052	13.251155
-2148748.527378	4426650.113580	4044662.119995	13.861511
-2148748.534378	4426650.134440	4044662.113265	13.765248
-2148748.495742	4426650.070004	4044662.082092	13.954861
-2148748.502484	4426650.029842	4044662.053858	13.431740
-2148748.538399	4426650.059979	4044662.086157	13.589290
-2148748.567560	4426650.086403	4044662.075845	13.556369
-2148748.587088	4426650.124762	4044662.076991	13.465336
-2148748.591044	4426650.133758	4044662.089636	13.353579
-2148748.608982	4426650.163146	4044662.108886	13.284016
-2148748.591165	4426650.142180	4044662.108348	13.094737
-2148748.607877	4426650.171151	4044662.116195	13.352855
-2148748.638424	4426650.204170	4044662.110836	13.647724
-2148748.611978	4426650.179560	4044662.134372	13.042146
-2148748.645817	4426650.218176	4044662.140716	13.131139
-2148748.666444	4426650.198056	4044662.161264	13.044345
-2148748.674438	4426650.195485	4044662.165288	12.866098
-2148748.690138	4426650.185260	4044662.172512	12.842504
-2148748.674711	4426650.154639	4044662.163520	13.032556
-2148748.703758	4426650.169163	4044662.180128	13.234222
-2148748.697090	4426650.160665	4044662.191418	13.155268
-2148748.692185	4426650.165040	4044662.216846	13.259655
-2148748.720323	4426650.165939	4044662.214847	13.486202
-2148748.728473	4426650.146075	4044662.215953	13.856812
-2148748.729212	4426650.110366	4044662.213507	13.786919
-2148748.714081	4426650.070907	4044662.205598	13.778696
-2148748.686548	4426650.029051	4044662.218609	13.734612
-2148748.694861	4426650.025495	4044662.229147	13.385952
-2148748.721795	4426650.055088	4044662.278179	13.441426
-2148748.798577	4426650.055152	4044662.278616	13.785645
-2148748.888166	4426650.154409	4044662.332020	13.812950
-2148748.896826	4426650.163827	4044662.361613	13.650764
-2148748.907073	4426650.169370	4044662.386172	13.633566
-2148748.926831	4426650.181784	4044662.427392	13.678210
-2148748.958008	4426650.192203	4044662.448543	13.707192
-2148748.943392	4426650.202104	4044662.496367	13.762203
-2148748.927404	4426650.136721	4044662.488626	13.793491
-2148748.979531	4426650.178625	4044662.538468	13.971007
-2148748.979503	4426650.147908	4044662.541223	13.892620
-2148748.992328	4426650.149533	4044662.546147	13.902070
-2148749.020194	4426650.164693	4044662.570417	13.887024
-2148749.009009	4426650.164652	4044662.587164	14.274858
-2148748.990050	4426650.149036	4044662.587127	14.386060
-2148748.977100	4426650.133396	4044662.596808	14.559527
-2148748.989817	4426650.147324	4044662.641109	14.666885
-2148749.008614	4426650.164089	4044662.660925	14.442465
-2148749.036608	4426650.162308	4044662.674570	14.255752
-2148749.059245	4426650.163163	4044662.706766	14.255183
