-714569.931004	1768295.118933	2456389.071135	-2301663.880408
-1245728.444434	2990282.236065	3518678.539537	-1398447.973979
-1891378.695533	4060008.085354	3934760.583820	-327349.532218
-2255389.268511	4610269.874471	4113918.482906	184425.961235
-2352876.406011	4737812.830936	4139664.820745	286802.077502
-2316004.726004	4676496.490235	4127663.382098	229135.249501
-2232923.668483	4554935.457516	4100710.139019	124283.217377
-2163713.861433	4452618.139301	4068681.511391	35530.820403
-2127978.878396	4396693.272125	4043004.953544	-16670.294679
-2119119.840853	4380253.181643	4029422.284072	-36391.429600
-2124198.265386	4386386.748290	4026908.683542	-35169.648857
-2133513.814449	4400832.855863	4031128.006954	-24319.276107
-2141950.498166	4414897.738707	4037464.453130	-12088.284714
-2147655.036321	4424738.901153	4042762.353280	-2853.262497
-2150575.855036	4429797.972470	4045800.627913	2232.333885
-2151422.853864	4431194.504659	4046789.761935	3891.095782
-2151063.540725	4430501.156178	4046541.850975	3487.326106
-2150228.253608	4429046.690617	4045839.676715	2264.486123
-2149401.517477	4427667.295492	4045170.226149	1034.156887
-2148817.941493	4426728.073489	4044724.726761	167.971225
-2148522.418971	4426270.093858	4044510.305139	-274.496857
-2148451.396473	4426170.398197	4044458.603728	-392.530246
-2148507.064552	4426265.952712	4044493.065339	-327.432055
-2148604.927483	4426423.431799	4044556.522717	-197.592478
-2148692.819078	4426562.886131	4044615.747939	-76.201135
-2148749.690546	4426652.718075	4044656.573820	6.038950
-2148775.500289	4426693.364737	4044677.404606	46.345715
-2148779.622847	4426699.697428	4044683.028025	55.017347
-2148772.359757	4426687.965340	4044679.501683	46.818938
-2148762.170009	4426671.573593	4044672.814500	33.229185
-2148753.582396	4426657.828314	4044666.579313	20.955485
-2148748.163136	4426649.201376	4044662.350368	12.906586
-2148745.734477	4426645.402809	4044660.288448	9.302709
-2148745.481391	4426645.044095	4044659.908114	8.851252
-2148746.334276	4426646.435671	4044660.451363	9.833676
-2148747.367003	4426648.103784	4044661.193262	11.293340
